"Stasiun","Tahun","Bulan","Jumlah Ch","Keterangan Ch","Tanggal"
"BPP JERUK LEGI","1985","9","","3","1985/9"
"BPP JERUK LEGI","1985","10","","3","1985/10"
"BPP JERUK LEGI","1985","11","","3","1985/11"
"BPP JERUK LEGI","1985","12","","3","1985/12"
"BPP JERUK LEGI","1986","1","","3","1986/1"
"BPP JERUK LEGI","1986","2","","3","1986/2"
"BPP JERUK LEGI","1986","3","745","3","1986/3"
"BPP JERUK LEGI","1986","4","","3","1986/4"
"BPP JERUK LEGI","1986","5","123","1","1986/5"
"BPP JERUK LEGI","1986","6","272","1","1986/6"
"BPP JERUK LEGI","1986","7","291","1","1986/7"
"BPP JERUK LEGI","1986","8","","3","1986/8"
"BPP JERUK LEGI","1986","9","","3","1986/9"
"BPP JERUK LEGI","1986","10","","3","1986/10"
"BPP JERUK LEGI","1986","11","","3","1986/11"
"BPP JERUK LEGI","1986","12","","3","1986/12"
"BPP JERUK LEGI","1987","1","","3","1987/1"
"BPP JERUK LEGI","1987","2","","3","1987/2"
"BPP JERUK LEGI","1987","3","","3","1987/3"
"BPP JERUK LEGI","1987","4","","3","1987/4"
"BPP JERUK LEGI","1987","5","","3","1987/5"
"BPP JERUK LEGI","1987","6","","3","1987/6"
"BPP JERUK LEGI","1987","7","","3","1987/7"
"BPP JERUK LEGI","1987","8","","3","1987/8"
"BPP JERUK LEGI","1987","9","","3","1987/9"
"BPP JERUK LEGI","1987","10","","3","1987/10"
"BPP JERUK LEGI","1987","11","","3","1987/11"
"BPP JERUK LEGI","1987","12","","3","1987/12"
"BPP JERUK LEGI","1988","1","","3","1988/1"
"BPP JERUK LEGI","1988","2","","3","1988/2"
"BPP JERUK LEGI","1988","3","","3","1988/3"
"BPP JERUK LEGI","1988","4","","3","1988/4"
"BPP JERUK LEGI","1988","5","","3","1988/5"
"BPP JERUK LEGI","1988","6","","3","1988/6"
"BPP JERUK LEGI","1988","7","","3","1988/7"
"BPP JERUK LEGI","1988","8","","3","1988/8"
"BPP JERUK LEGI","1988","9","","3","1988/9"
"BPP JERUK LEGI","1988","10","","3","1988/10"
"BPP JERUK LEGI","1988","11","","3","1988/11"
"BPP JERUK LEGI","1988","12","","3","1988/12"
"BPP JERUK LEGI","1989","1","","3","1989/1"
"BPP JERUK LEGI","1989","2","","3","1989/2"
"BPP JERUK LEGI","1989","3","","3","1989/3"
"BPP JERUK LEGI","1989","4","","3","1989/4"
"BPP JERUK LEGI","1989","5","","3","1989/5"
"BPP JERUK LEGI","1989","6","","3","1989/6"
"BPP JERUK LEGI","1989","7","","3","1989/7"
"BPP JERUK LEGI","1989","8","","3","1989/8"
"BPP JERUK LEGI","1989","9","","3","1989/9"
"BPP JERUK LEGI","1989","10","","3","1989/10"
"BPP JERUK LEGI","1989","11","","3","1989/11"
"BPP JERUK LEGI","1989","12","","3","1989/12"
"BPP JERUK LEGI","1990","1","307","2","1990/1"
"BPP JERUK LEGI","1990","2","","3","1990/2"
"BPP JERUK LEGI","1990","3","326","2","1990/3"
"BPP JERUK LEGI","1990","4","325","2","1990/4"
"BPP JERUK LEGI","1990","5","216","1","1990/5"
"BPP JERUK LEGI","1990","6","288","1","1990/6"
"BPP JERUK LEGI","1990","7","190","1","1990/7"
"BPP JERUK LEGI","1990","8","217","1","1990/8"
"BPP JERUK LEGI","1990","9","125","1","1990/9"
"BPP JERUK LEGI","1990","10","","3","1990/10"
"BPP JERUK LEGI","1990","11","326","2","1990/11"
"BPP JERUK LEGI","1990","12","","3","1990/12"
"BPP JERUK LEGI","1991","1","265","1","1991/1"
"BPP JERUK LEGI","1991","2","335","2","1991/2"
"BPP JERUK LEGI","1991","3","346","2","1991/3"
"BPP JERUK LEGI","1991","4","532","3","1991/4"
"BPP JERUK LEGI","1991","5","75","0","1991/5"
"BPP JERUK LEGI","1991","6","","3","1991/6"
"BPP JERUK LEGI","1991","7","","3","1991/7"
"BPP JERUK LEGI","1991","8","","3","1991/8"
"BPP JERUK LEGI","1991","9","","3","1991/9"
"BPP JERUK LEGI","1991","10","51","0","1991/10"
"BPP JERUK LEGI","1991","11","433","2","1991/11"
"BPP JERUK LEGI","1991","12","348","2","1991/12"
"BPP JERUK LEGI","1992","1","459","2","1992/1"
"BPP JERUK LEGI","1992","2","417","2","1992/2"
"BPP JERUK LEGI","1992","3","274","1","1992/3"
"BPP JERUK LEGI","1992","4","194","1","1992/4"
"BPP JERUK LEGI","1992","5","266","1","1992/5"
"BPP JERUK LEGI","1992","6","158","1","1992/6"
"BPP JERUK LEGI","1992","7","47","0","1992/7"
"BPP JERUK LEGI","1992","8","248","1","1992/8"
"BPP JERUK LEGI","1992","9","546","3","1992/9"
"BPP JERUK LEGI","1992","10","1141","3","1992/10"
"BPP JERUK LEGI","1992","11","537","3","1992/11"
"BPP JERUK LEGI","1992","12","342","2","1992/12"
"BPP JERUK LEGI","1993","1","551","3","1993/1"
"BPP JERUK LEGI","1993","2","274","1","1993/2"
"BPP JERUK LEGI","1993","3","272","1","1993/3"
"BPP JERUK LEGI","1993","4","285","1","1993/4"
"BPP JERUK LEGI","1993","5","214","1","1993/5"
"BPP JERUK LEGI","1993","6","186","1","1993/6"
"BPP JERUK LEGI","1993","7","","3","1993/7"
"BPP JERUK LEGI","1993","8","304","2","1993/8"
"BPP JERUK LEGI","1993","9","88","0","1993/9"
"BPP JERUK LEGI","1993","10","115","1","1993/10"
"BPP JERUK LEGI","1993","11","449","2","1993/11"
"BPP JERUK LEGI","1993","12","453","2","1993/12"
"BPP JERUK LEGI","1994","1","271","1","1994/1"
"BPP JERUK LEGI","1994","2","310","2","1994/2"
"BPP JERUK LEGI","1994","3","466","2","1994/3"
"BPP JERUK LEGI","1994","4","323","2","1994/4"
"BPP JERUK LEGI","1994","5","77","0","1994/5"
"BPP JERUK LEGI","1994","6","8","0","1994/6"
"BPP JERUK LEGI","1994","7","","3","1994/7"
"BPP JERUK LEGI","1994","8","","3","1994/8"
"BPP JERUK LEGI","1994","9","","3","1994/9"
"BPP JERUK LEGI","1994","10","24","0","1994/10"
"BPP JERUK LEGI","1994","11","115","1","1994/11"
"BPP JERUK LEGI","1994","12","214","1","1994/12"
"BPP JERUK LEGI","1995","1","637","3","1995/1"
"BPP JERUK LEGI","1995","2","661","3","1995/2"
"BPP JERUK LEGI","1995","3","215","1","1995/3"
"BPP JERUK LEGI","1995","4","250","1","1995/4"
"BPP JERUK LEGI","1995","5","321","2","1995/5"
"BPP JERUK LEGI","1995","6","188","1","1995/6"
"BPP JERUK LEGI","1995","7","187","1","1995/7"
"BPP JERUK LEGI","1995","8","","3","1995/8"
"BPP JERUK LEGI","1995","9","","3","1995/9"
"BPP JERUK LEGI","1995","10","725","3","1995/10"
"BPP JERUK LEGI","1995","11","1008","3","1995/11"
"BPP JERUK LEGI","1995","12","321","2","1995/12"
"BPP JERUK LEGI","1996","1","221","1","1996/1"
"BPP JERUK LEGI","1996","2","404","2","1996/2"
"BPP JERUK LEGI","1996","3","227","1","1996/3"
"BPP JERUK LEGI","1996","4","182","1","1996/4"
"BPP JERUK LEGI","1996","5","225","1","1996/5"
"BPP JERUK LEGI","1996","6","24","0","1996/6"
"BPP JERUK LEGI","1996","7","103","1","1996/7"
"BPP JERUK LEGI","1996","8","89","0","1996/8"
"BPP JERUK LEGI","1996","9","138","1","1996/9"
"BPP JERUK LEGI","1996","10","552","3","1996/10"
"BPP JERUK LEGI","1996","11","434","2","1996/11"
"BPP JERUK LEGI","1996","12","559","3","1996/12"
"BPP JERUK LEGI","1997","1","282","1","1997/1"
"BPP JERUK LEGI","1997","2","290","1","1997/2"
"BPP JERUK LEGI","1997","3","66","0","1997/3"
"BPP JERUK LEGI","1997","4","27","0","1997/4"
"BPP JERUK LEGI","1997","5","150","1","1997/5"
"BPP JERUK LEGI","1997","6","8","0","1997/6"
"BPP JERUK LEGI","1997","7","","3","1997/7"
"BPP JERUK LEGI","1997","8","","3","1997/8"
"BPP JERUK LEGI","1997","9","","3","1997/9"
"BPP JERUK LEGI","1997","10","2","0","1997/10"
"BPP JERUK LEGI","1997","11","39","0","1997/11"
"BPP JERUK LEGI","1997","12","305","2","1997/12"
"BPP JERUK LEGI","1998","1","206","1","1998/1"
"BPP JERUK LEGI","1998","2","270","1","1998/2"
"BPP JERUK LEGI","1998","3","582","3","1998/3"
"BPP JERUK LEGI","1998","4","171","1","1998/4"
"BPP JERUK LEGI","1998","5","126","1","1998/5"
"BPP JERUK LEGI","1998","6","250","1","1998/6"
"BPP JERUK LEGI","1998","7","305","2","1998/7"
"BPP JERUK LEGI","1998","8","221","1","1998/8"
"BPP JERUK LEGI","1998","9","230","1","1998/9"
"BPP JERUK LEGI","1998","10","312","2","1998/10"
"BPP JERUK LEGI","1998","11","295","1","1998/11"
"BPP JERUK LEGI","1998","12","281","1","1998/12"
"BPP JERUK LEGI","1999","1","383","2","1999/1"
"BPP JERUK LEGI","1999","2","191","1","1999/2"
"BPP JERUK LEGI","1999","3","270","1","1999/3"
"BPP JERUK LEGI","1999","4","161","1","1999/4"
"BPP JERUK LEGI","1999","5","62","0","1999/5"
"BPP JERUK LEGI","1999","6","55","0","1999/6"
"BPP JERUK LEGI","1999","7","","3","1999/7"
"BPP JERUK LEGI","1999","8","","3","1999/8"
"BPP JERUK LEGI","1999","9","29","0","1999/9"
"BPP JERUK LEGI","1999","10","327","2","1999/10"
"BPP JERUK LEGI","1999","11","265","1","1999/11"
"BPP JERUK LEGI","1999","12","432","2","1999/12"
"BPP JERUK LEGI","2000","1","330","2","2000/1"
"BPP JERUK LEGI","2000","2","228","1","2000/2"
"BPP JERUK LEGI","2000","3","469","2","2000/3"
"BPP JERUK LEGI","2000","4","362","2","2000/4"
"BPP JERUK LEGI","2000","5","337","2","2000/5"
"BPP JERUK LEGI","2000","6","83","0","2000/6"
"BPP JERUK LEGI","2000","7","","3","2000/7"
"BPP JERUK LEGI","2000","8","48","0","2000/8"
"BPP JERUK LEGI","2000","9","30","0","2000/9"
"BPP JERUK LEGI","2000","10","790","3","2000/10"
"BPP JERUK LEGI","2000","11","834","3","2000/11"
"BPP JERUK LEGI","2000","12","281","1","2000/12"
"BPP JERUK LEGI","2001","1","339","2","2001/1"
"BPP JERUK LEGI","2001","2","221","1","2001/2"
"BPP JERUK LEGI","2001","3","680","3","2001/3"
"BPP JERUK LEGI","2001","4","313","2","2001/4"
"BPP JERUK LEGI","2001","5","134","1","2001/5"
"BPP JERUK LEGI","2001","6","317","2","2001/6"
"BPP JERUK LEGI","2001","7","75","0","2001/7"
"BPP JERUK LEGI","2001","8","75","0","2001/8"
"BPP JERUK LEGI","2001","9","","3","2001/9"
"BPP JERUK LEGI","2001","10","984","3","2001/10"
"BPP JERUK LEGI","2001","11","621","3","2001/11"
"BPP JERUK LEGI","2001","12","202","1","2001/12"
"BPP JERUK LEGI","2002","1","412","2","2002/1"
"BPP JERUK LEGI","2002","2","","3","2002/2"
"BPP JERUK LEGI","2002","3","","3","2002/3"
"BPP JERUK LEGI","2002","4","243","1","2002/4"
"BPP JERUK LEGI","2002","5","","3","2002/5"
"BPP JERUK LEGI","2002","6","","3","2002/6"
"BPP JERUK LEGI","2002","7","","3","2002/7"
"BPP JERUK LEGI","2002","8","","3","2002/8"
"BPP JERUK LEGI","2002","9","","3","2002/9"
"BPP JERUK LEGI","2002","10","","3","2002/10"
"BPP JERUK LEGI","2002","11","","3","2002/11"
"BPP JERUK LEGI","2002","12","","3","2002/12"
"BPP JERUK LEGI","2003","1","","3","2003/1"
"BPP JERUK LEGI","2003","2","494","2","2003/2"
"BPP JERUK LEGI","2003","3","375","2","2003/3"
"BPP JERUK LEGI","2003","4","277","1","2003/4"
"BPP JERUK LEGI","2003","5","208","1","2003/5"
"BPP JERUK LEGI","2003","6","","3","2003/6"
"BPP JERUK LEGI","2003","7","","3","2003/7"
"BPP JERUK LEGI","2003","8","","3","2003/8"
"BPP JERUK LEGI","2003","9","","3","2003/9"
"BPP JERUK LEGI","2003","10","","3","2003/10"
"BPP JERUK LEGI","2003","11","","3","2003/11"
"BPP JERUK LEGI","2003","12","","3","2003/12"
"BPP JERUK LEGI","2004","1","160","1","2004/1"
"BPP JERUK LEGI","2004","2","","3","2004/2"
"BPP JERUK LEGI","2004","3","284","1","2004/3"
"BPP JERUK LEGI","2004","4","","3","2004/4"
"BPP JERUK LEGI","2004","5","","3","2004/5"
"BPP JERUK LEGI","2004","6","88","0","2004/6"
"BPP JERUK LEGI","2004","7","248","1","2004/7"
"BPP JERUK LEGI","2004","8","21","0","2004/8"
"BPP JERUK LEGI","2004","9","91","0","2004/9"
"BPP JERUK LEGI","2004","10","88","0","2004/10"
"BPP JERUK LEGI","2004","11","","3","2004/11"
"BPP JERUK LEGI","2004","12","","3","2004/12"
"BPP JERUK LEGI","2005","1","282","1","2005/1"
"BPP JERUK LEGI","2005","2","252","1","2005/2"
"BPP JERUK LEGI","2005","3","176","1","2005/3"
"BPP JERUK LEGI","2005","4","320","2","2005/4"
"BPP JERUK LEGI","2005","5","446","2","2005/5"
"BPP JERUK LEGI","2005","6","130","1","2005/6"
"BPP JERUK LEGI","2005","7","236","1","2005/7"
"BPP JERUK LEGI","2005","8","33","0","2005/8"
"BPP JERUK LEGI","2005","9","1576","3","2005/9"
"BPP JERUK LEGI","2005","10","483","2","2005/10"
"BPP JERUK LEGI","2005","11","479","2","2005/11"
"BPP JERUK LEGI","2005","12","508","3","2005/12"
"BPP JERUK LEGI","2006","1","538","3","2006/1"
"BPP JERUK LEGI","2006","2","281","1","2006/2"
"BPP JERUK LEGI","2006","3","248","1","2006/3"
"BPP JERUK LEGI","2006","4","144","1","2006/4"
"BPP JERUK LEGI","2006","5","169","1","2006/5"
"BPP JERUK LEGI","2006","6","37","0","2006/6"
"BPP JERUK LEGI","2006","7","15","0","2006/7"
"BPP JERUK LEGI","2006","8","","3","2006/8"
"BPP JERUK LEGI","2006","9","","3","2006/9"
"BPP JERUK LEGI","2006","10","","3","2006/10"
"BPP JERUK LEGI","2006","11","58","0","2006/11"
"BPP JERUK LEGI","2006","12","157","1","2006/12"
"BPP JERUK LEGI","2007","1","83","0","2007/1"
"BPP JERUK LEGI","2007","2","341","2","2007/2"
"BPP JERUK LEGI","2007","3","219","1","2007/3"
"BPP JERUK LEGI","2007","4","194","1","2007/4"
"BPP JERUK LEGI","2007","5","220","1","2007/5"
"BPP JERUK LEGI","2007","6","40","0","2007/6"
"BPP JERUK LEGI","2007","7","","3","2007/7"
"BPP JERUK LEGI","2007","8","","3","2007/8"
"BPP JERUK LEGI","2007","9","","3","2007/9"
"BPP JERUK LEGI","2007","10","100","0","2007/10"
"BPP JERUK LEGI","2007","11","782","3","2007/11"
"BPP JERUK LEGI","2007","12","413","2","2007/12"
"BPP JERUK LEGI","2008","1","135","1","2008/1"
"BPP JERUK LEGI","2008","2","261","1","2008/2"
"BPP JERUK LEGI","2008","3","319","2","2008/3"
"BPP JERUK LEGI","2008","4","210","1","2008/4"
"BPP JERUK LEGI","2008","5","193","1","2008/5"
"BPP JERUK LEGI","2008","6","","3","2008/6"
"BPP JERUK LEGI","2008","7","","3","2008/7"
"BPP JERUK LEGI","2008","8","10","0","2008/8"
"BPP JERUK LEGI","2008","9","16","0","2008/9"
"BPP JERUK LEGI","2008","10","425","2","2008/10"
"BPP JERUK LEGI","2008","11","628","3","2008/11"
"BPP JERUK LEGI","2008","12","288","1","2008/12"
"BPP JERUK LEGI","2009","1","352","2","2009/1"
"BPP JERUK LEGI","2009","2","302","2","2009/2"
"BPP JERUK LEGI","2009","3","110","1","2009/3"
"BPP JERUK LEGI","2009","4","179","1","2009/4"
"BPP JERUK LEGI","2009","5","242","1","2009/5"
"BPP JERUK LEGI","2009","6","130","1","2009/6"
"BPP JERUK LEGI","2009","7","17","0","2009/7"
"BPP JERUK LEGI","2009","8","","3","2009/8"
"BPP JERUK LEGI","2009","9","27","0","2009/9"
"BPP JERUK LEGI","2009","10","462","2","2009/10"
"BPP JERUK LEGI","2009","11","629","3","2009/11"
"BPP JERUK LEGI","2009","12","384","2","2009/12"
"BPP JERUK LEGI","2010","1","","3","2010/1"
"BPP JERUK LEGI","2010","2","","3","2010/2"
"BPP JERUK LEGI","2010","3","","3","2010/3"
"BPP JERUK LEGI","2010","4","169","1","2010/4"
"BPP JERUK LEGI","2010","5","639","3","2010/5"
"BPP JERUK LEGI","2010","6","496","2","2010/6"
"BPP JERUK LEGI","2010","7","185","1","2010/7"
"BPP JERUK LEGI","2010","8","1036","3","2010/8"
"BPP JERUK LEGI","2010","9","983","3","2010/9"
"BPP JERUK LEGI","2010","10","447","2","2010/10"
"BPP JERUK LEGI","2010","11","236","1","2010/11"
"BPP JERUK LEGI","2010","12","354","2","2010/12"
"BPP JERUK LEGI","2011","1","213","1","2011/1"
"BPP JERUK LEGI","2011","2","184","1","2011/2"
"BPP JERUK LEGI","2011","3","49","0","2011/3"
"BPP JERUK LEGI","2011","4","94","0","2011/4"
"BPP JERUK LEGI","2011","5","362","2","2011/5"
"BPP JERUK LEGI","2011","6","55","0","2011/6"
"BPP JERUK LEGI","2011","7","","3","2011/7"
"BPP JERUK LEGI","2011","8","","3","2011/8"
"BPP JERUK LEGI","2011","9","","3","2011/9"
"BPP JERUK LEGI","2011","10","","3","2011/10"
"BPP JERUK LEGI","2011","11","","3","2011/11"
"BPP JERUK LEGI","2011","12","233","1","2011/12"
"BPP JERUK LEGI","2012","1","198","1","2012/1"
"BPP JERUK LEGI","2012","2","339","2","2012/2"
"BPP JERUK LEGI","2012","3","170","1","2012/3"
"BPP JERUK LEGI","2012","4","333","2","2012/4"
"BPP JERUK LEGI","2012","5","175","1","2012/5"
"BPP JERUK LEGI","2012","6","3","0","2012/6"
"BPP JERUK LEGI","2012","7","4","0","2012/7"
"BPP JERUK LEGI","2012","8","","3","2012/8"
"BPP JERUK LEGI","2012","9","","3","2012/9"
"BPP JERUK LEGI","2012","10","420","2","2012/10"
"BPP JERUK LEGI","2012","11","333","2","2012/11"
"BPP JERUK LEGI","2012","12","293","1","2012/12"
"BPP JERUK LEGI","2013","1","674","3","2013/1"
"BPP JERUK LEGI","2013","2","225","1","2013/2"
"BPP JERUK LEGI","2013","3","166","1","2013/3"
"BPP JERUK LEGI","2013","4","231","1","2013/4"
"BPP JERUK LEGI","2013","5","208","1","2013/5"
"BPP JERUK LEGI","2013","6","159","1","2013/6"
"BPP JERUK LEGI","2013","7","260","1","2013/7"
"BPP JERUK LEGI","2013","8","","3","2013/8"
"BPP JERUK LEGI","2013","9","","3","2013/9"
"BPP JERUK LEGI","2013","10","","3","2013/10"
"BPP JERUK LEGI","2013","11","87","0","2013/11"
"BPP JERUK LEGI","2013","12","197","1","2013/12"
"BPP JERUK LEGI","2014","1","91","0","2014/1"
"BPP JERUK LEGI","2014","2","233","1","2014/2"
"BPP JERUK LEGI","2014","3","53","0","2014/3"
"BPP JERUK LEGI","2014","4","148","1","2014/4"
"BPP JERUK LEGI","2014","5","32","0","2014/5"
"BPP JERUK LEGI","2014","6","174","1","2014/6"
"BPP JERUK LEGI","2014","7","276","1","2014/7"
"BPP JERUK LEGI","2014","8","111","1","2014/8"
"BPP JERUK LEGI","2014","9","","3","2014/9"
"BPP JERUK LEGI","2014","10","130","1","2014/10"
"BPP JERUK LEGI","2014","11","347","2","2014/11"
"BPP JERUK LEGI","2014","12","583","3","2014/12"
"BPP JERUK LEGI","2015","1","390","2","2015/1"
"BPP JERUK LEGI","2015","2","297","1","2015/2"
"BPP JERUK LEGI","2015","3","306","2","2015/3"
"BPP JERUK LEGI","2015","4","140","1","2015/4"
"BPP JERUK LEGI","2015","5","23","0","2015/5"
"BPP JERUK LEGI","2015","6","","3","2015/6"
"BPP JERUK LEGI","2015","7","","3","2015/7"
"BPP JERUK LEGI","2015","8","","3","2015/8"
"BPP JERUK LEGI","2015","9","","3","2015/9"
"BPP JERUK LEGI","2015","10","","3","2015/10"
"BPP JERUK LEGI","2015","11","137","1","2015/11"
"BPP JERUK LEGI","2015","12","227","1","2015/12"
"BPP JERUK LEGI","2016","1","248","1","2016/1"
"BPP JERUK LEGI","2016","2","519","3","2016/2"
"BPP JERUK LEGI","2016","3","66","0","2016/3"
"BPP JERUK LEGI","2016","4","178","1","2016/4"
"BPP JERUK LEGI","2016","5","237","1","2016/5"
"BPP JERUK LEGI","2016","6","117","1","2016/6"
"BPP JERUK LEGI","2016","7","143","1","2016/7"
"BPP JERUK LEGI","2016","8","96","0","2016/8"
"BPP JERUK LEGI","2016","9","293","1","2016/9"
"BPP JERUK LEGI","2016","10","354","2","2016/10"
"BPP JERUK LEGI","2016","11","315","2","2016/11"
"BPP JERUK LEGI","2016","12","256","1","2016/12"
"BPP JERUK LEGI","2017","1","141","1","2017/1"
"BPP JERUK LEGI","2017","2","241","1","2017/2"
"BPP JERUK LEGI","2017","3","59","0","2017/3"
"BPP JERUK LEGI","2017","4","50","0","2017/4"
"BPP JERUK LEGI","2017","5","68","0","2017/5"
"BPP JERUK LEGI","2017","6","25","0","2017/6"
"BPP JERUK LEGI","2017","7","52","0","2017/7"
"BPP JERUK LEGI","2017","8","6","0","2017/8"
"BPP JERUK LEGI","2017","9","","3","2017/9"
"BPP JERUK LEGI","2017","10","329","2","2017/10"
"BPP JERUK LEGI","2017","11","","3","2017/11"
"BPP JERUK LEGI","2017","12","","3","2017/12"
"BPP JERUK LEGI","2018","1","312","2","2018/1"
"BPP JERUK LEGI","2018","2","210","1","2018/2"
"BPP JERUK LEGI","2018","3","232","1","2018/3"
"BPP JERUK LEGI","2018","4","307","2","2018/4"
"BPP JERUK LEGI","2018","5","2","0","2018/5"
"BPP JERUK LEGI","2018","6","71","0","2018/6"
"BPP JERUK LEGI","2018","7","6","0","2018/7"
"BPP JERUK LEGI","2018","8","14","0","2018/8"
"BPP JERUK LEGI","2018","9","44","0","2018/9"
"BPP JERUK LEGI","2018","10","","3","2018/10"
"BPP JERUK LEGI","2018","11","","3","2018/11"
"BPP JERUK LEGI","2018","12","","3","2018/12"
"BPP JERUK LEGI","2019","1","192","1","2019/1"
"BPP JERUK LEGI","2019","2","211","1","2019/2"
"BPP JERUK LEGI","2019","3","368","2","2019/3"
"BPP JERUK LEGI","2019","4","2","0","2019/4"
"BPP JERUK LEGI","2019","5","20","0","2019/5"
"BPP JERUK LEGI","2019","6","0","0","2019/6"
"BPP JERUK LEGI","2019","7","","3","2019/7"
"BPP JERUK LEGI","2019","8","","3","2019/8"
"BPP JERUK LEGI","2019","9","","3","2019/9"
"BPP JERUK LEGI","2019","10","","3","2019/10"
"BPP JERUK LEGI","2019","11","","3","2019/11"
"BPP JERUK LEGI","2019","12","","3","2019/12"
"KEC DAYEUHLUHUR_x000D_
","2019","1","","3","2019/1"
"KEC DAYEUHLUHUR_x000D_
","2019","2","","3","2019/2"
"KEC DAYEUHLUHUR_x000D_
","2019","3","80","0","2019/3"
"KEC DAYEUHLUHUR_x000D_
","2019","4","32","0","2019/4"
"KEC DAYEUHLUHUR_x000D_
","2019","5","12","0","2019/5"
"KEC DAYEUHLUHUR_x000D_
","2019","6","6","0","2019/6"
"KEC DAYEUHLUHUR_x000D_
","2019","7","","3","2019/7"
"KEC DAYEUHLUHUR_x000D_
","2019","8","","3","2019/8"
"KEC DAYEUHLUHUR_x000D_
","2019","9","","3","2019/9"
"KEC DAYEUHLUHUR_x000D_
","2019","10","","3","2019/10"
"KEC DAYEUHLUHUR_x000D_
","2019","11","","3","2019/11"
"KEC DAYEUHLUHUR_x000D_
","2019","12","","3","2019/12"
"KEC. KAMPUNG LAUT_x000D_
","2019","1","168","1","2019/1"
"KEC. KAMPUNG LAUT_x000D_
","2019","2","324","2","2019/2"
"KEC. KAMPUNG LAUT_x000D_
","2019","3","","3","2019/3"
"KEC. KAMPUNG LAUT_x000D_
","2019","4","319","2","2019/4"
"KEC. KAMPUNG LAUT_x000D_
","2019","5","","3","2019/5"
"KEC. KAMPUNG LAUT_x000D_
","2019","6","0","0","2019/6"
"KEC. KAMPUNG LAUT_x000D_
","2019","7","","3","2019/7"
"KEC. KAMPUNG LAUT_x000D_
","2019","8","","3","2019/8"
"KEC. KAMPUNG LAUT_x000D_
","2019","9","","3","2019/9"
"KEC. KAMPUNG LAUT_x000D_
","2019","10","","3","2019/10"
"KEC. KAMPUNG LAUT_x000D_
","2019","11","","3","2019/11"
"KEC. KAMPUNG LAUT_x000D_
","2019","12","","3","2019/12"
"KEC. KARANG PUCUNG","1980","1","393","2","1980/1"
"KEC. KARANG PUCUNG","1980","2","366","2","1980/2"
"KEC. KARANG PUCUNG","1980","3","330","2","1980/3"
"KEC. KARANG PUCUNG","1980","4","379","2","1980/4"
